locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
PA4831,,1,405,NE,Non
PA4832,,1,405,NE,Non
PA4833,,1,405,NE,Non
PA4834,,1,405,NE,Non
PA4835,,1,405,NE,Non
PA4836,,1,405,NE,Non
PA4837,,1,405,NE,Non
PA4838,,1,405,NE,Non
PA4839,speA,1,405,NE,Non
PA4840,,1,405,NE,Non
PA4841,,1,405,NE,Non
PA4842,,1,405,NE,Non
PA4843,,1,405,NE,Non
PA4844,,1,405,NE,Non
PA4845,dipZ,1,405,NE,Non
PA4846,aroQ1,1,405,NE,Non
PA4847,accB,1,405,E,Essential
PA4848,accC,1,405,E,Essential
PA4849,,1,405,NE,Non
PA4850,prmA,1,405,NE,Non
PA4851,,1,405,NE,Non
PA4852,,1,405,NE,Non
PA4853,fis,1,405,NE,Non
PA4854,purH,1,405,NE,Non
PA4855,purD,1,405,NE,Non
PA4856,retS,1,405,NE,Non
PA4857,,1,405,NE,Non
PA4858,,1,405,NE,Non
PA4859,,1,405,NE,Non
PA4860,,1,405,NE,Non
PA4861,,1,405,NE,Non
PA4862,,1,405,NE,Non
PA4863,,1,405,NE,Non
PA4864,ureD,1,405,NE,Non
PA4865,ureA,1,405,NE,Non
PA4866,,1,405,NE,Non
PA4867,ureB,1,405,NE,Non
PA4868,ureC,1,405,NE,Non
PA4869,,1,405,NE,Non
PA4870,,1,405,NE,Non
PA4871,,1,405,NE,Non
PA4872,,1,405,NE,Non
PA4873,,1,405,NE,Non
PA4874,,1,405,NE,Non
PA4875,,1,405,NE,Non
PA4876,osmE,1,405,NE,Non
PA4877,,1,405,NE,Non
PA4878,,1,405,NE,Non
PA4879,,1,405,NE,Non
PA4880,,1,405,NE,Non
PA4881,,1,405,NE,Non
PA4882,,1,405,NE,Non
PA4883,,1,405,NE,Non
PA4884,,1,405,NE,Non
PA4885,irlR,1,405,NE,Non
PA4886,,1,405,NE,Non
PA4887,,1,405,NE,Non
PA4888,desB,1,405,NE,Non
PA4889,,1,405,NE,Non
PA4890,desT,1,405,NE,Non
PA4891,ureE,1,405,NE,Non
PA4892,ureF,1,405,NE,Non
PA4893,ureG,1,405,NE,Non
PA4894,,1,405,NE,Non
PA4895,,1,405,NE,Non
PA4896,,1,405,NE,Non
PA4897,,1,405,NE,Non
PA4898,opdK,1,405,NE,Non
PA4899,,1,405,NE,Non
PA4900,,1,405,NE,Non
PA4901,mdlC,1,405,NE,Non
PA4902,,1,405,NE,Non
PA4903,,1,405,NE,Non
PA4904,vanA,1,405,NE,Non
PA4905,vanB,1,405,NE,Non
PA4906,,1,405,NE,Non
PA4907,,1,405,NE,Non
PA4908,,1,405,NE,Non
PA4909,,1,405,NE,Non
PA4910,,1,405,NE,Non
PA4911,,1,405,NE,Non
PA4912,,1,405,NE,Non
PA4913,,1,405,NE,Non
PA4914,,1,405,NE,Non
PA4915,,1,405,NE,Non
PA4916,,1,405,NE,Non
PA4917,,1,405,NE,Non
PA4918,,1,405,NE,Non
PA4919,pncB1,1,405,NE,Non
PA4920,nadE,1,405,E,Essential
PA4921,,1,405,NE,Non
PA4922,azu,1,405,NE,Non
PA4923,,1,405,NE,Non
PA4924,,1,405,NE,Non
PA4925,,1,405,NE,Non
PA4926,,1,405,NE,Non
PA4927,,1,405,NE,Non
PA4928,,1,405,NE,Non
PA4929,,1,405,NE,Non
PA4930,alr,1,405,NE,Non
PA4931,dnaB,1,405,E,Essential
PA4932,rplI,1,405,NE,Non
PA4933,,1,405,NE,Non
PA4934,rpsR,1,405,NE,Non
PA4935,rpsF,1,405,E,Essential
PA4936,,1,405,NE,Non
PA4937,rnr,1,405,NE,Non
PA4938,purA,1,405,E,Essential
PA4939,,1,405,NE,Non
PA4940,,1,405,NE,Non
"PA4941,hflC,2,""405,421"",""NE,E"",Conditional"
"PA4942,hflK,2,""421,405"",""E,NE"",Conditional"
PA4943,,1,405,NE,Non
PA4944,hfq,1,405,NE,Non
PA4945,miaA,1,405,NE,Non
PA4946,mutL,1,405,NE,Non
PA4947,amiB,1,405,NE,Non
PA4948,,1,405,NE,Non
PA4949,,1,405,NE,Non
PA4950,,1,405,NE,Non
PA4951,orn,1,405,NE,Non
PA4952,,1,405,NE,Non
PA4953,motB,1,405,NE,Non
PA4954,motA,1,405,NE,Non
PA4955,,1,405,NE,Non
PA4956,rhdA,1,405,NE,Non
PA4957,psd,1,405,E,Essential
PA4958,,1,405,NE,Non
PA4959,fimX,1,405,NE,Non
"PA4960,,2,""405,421"",""NE,E"",Conditional"
PA4961,,1,405,NE,Non
PA4962,,1,405,NE,Non
PA4963,,1,405,NE,Non
PA4964,parC,1,405,E,Essential
PA4965,,1,405,NE,Non
PA4966,,1,405,NE,Non
PA4967,parE,1,405,E,Essential
PA4968,,1,405,NE,Non
PA4969,cpdA,1,405,E,Essential
PA4970,,1,405,NE,Non
PA4971,aspP,1,405,NE,Non
PA4972,,1,405,NE,Non
PA4973,thiC,1,405,NE,Non
PA4974,,1,405,NE,Non
PA4975,,1,405,NE,Non
PA4976,aruH,1,405,NE,Non
PA4977,aruI,1,405,NE,Non
PA4978,,1,405,NE,Non
PA4979,,1,405,NE,Non
PA4980,,1,405,NE,Non
PA4981,,1,405,NE,Non
PA4982,,1,405,NE,Non
PA4983,,1,405,NE,Non
PA4984,,1,405,NE,Non
PA4985,,1,405,NE,Non
PA4986,,1,405,NE,Non
PA4987,,1,405,NE,Non
PA4988,waaA,1,405,E,Essential
PA4989,,1,405,NE,Non
PA4990,,1,405,NE,Non
PA4991,,1,405,E,Essential
PA4992,,1,405,E,Essential
PA4993,,1,405,NE,Non
PA4994,,1,405,NE,Non
PA4995,,1,405,NE,Non
PA4996,rfaE,1,405,E,Essential
PA4997,msbA,1,405,E,Essential
PA4998,,1,405,E,Essential
PA4999,waaL,1,405,E,Essential
PA5000,wapR,1,405,NE,Non
PA5001,,1,405,NE,Non
PA5002,,1,405,NE,Non
PA5003,,1,405,NE,Non
PA5004,,1,405,NE,Non
PA5005,,1,405,NE,Non
PA5006,,1,405,E,Essential
PA5007,,1,405,NE,Non
PA5008,,1,405,E,Essential
PA5009,waaP,1,405,E,Essential
PA5010,waaG,1,405,E,Essential
PA5011,waaC,1,405,E,Essential
PA5012,waaF,1,405,E,Essential
PA5013,ilvE,1,405,NE,Non
PA5014,glnE,1,405,NE,Non
PA5015,aceE,1,405,NE,Non
PA5016,aceF,1,405,NE,Non
PA5017,,1,405,NE,Non
PA5018,msrA,1,405,NE,Non
PA5019,,1,405,NE,Non
PA5020,,1,405,NE,Non
PA5021,,1,405,NE,Non
PA5022,,1,405,NE,Non
PA5023,,1,405,NE,Non
PA5024,,1,405,NE,Non
PA5025,metY,1,405,NE,Non
PA5026,,1,405,NE,Non
PA5027,,1,405,NE,Non
PA5028,,1,405,NE,Non
PA5029,,1,405,NE,Non
PA5030,,1,405,NE,Non
PA5031,,1,405,NE,Non
PA5032,,1,405,NE,Non
PA5033,,1,405,NE,Non
PA5034,hemE,1,405,E,Essential
PA5035,gltD,1,405,NE,Non
PA5036,gltB,1,405,NE,Non
PA5037,,1,405,NE,Non
PA5038,aroB,1,405,NE,Non
PA5039,aroK,1,405,NE,Non
PA5040,pilQ,1,405,NE,Non
PA5041,pilP,1,405,NE,Non
PA5042,pilO,1,405,NE,Non
PA5043,pilN,1,405,NE,Non
PA5044,pilM,1,405,NE,Non
PA5045,ponA,1,405,NE,Non
PA5046,,1,405,NE,Non
PA5047,,1,405,NE,Non
PA5048,,1,405,NE,Non
PA5049,rpmE,1,405,NE,Non
PA5050,priA,1,405,NE,Non
PA5051,argS,1,405,E,Essential
PA5052,,1,405,NE,Non
"PA5053,hslV,2,""405,421"",""NE,E"",Conditional"
"PA5054,hslU,2,""421,405"",""E,NE"",Conditional"
PA5055,,1,405,NE,Non
PA5056,phaC1,1,405,NE,Non
PA5057,phaD,1,405,NE,Non
PA5058,phaC2,1,405,NE,Non
PA5059,,1,405,NE,Non
PA5060,phaF,1,405,NE,Non
PA5061,,1,405,NE,Non
PA5062,,1,405,NE,Non
PA5063,ubiE,1,405,E,Essential
PA5064,,1,405,NE,Non
PA5065,ubiB,1,405,E,Essential
PA5066,hisI,1,405,NE,Non
PA5067,hisE,1,405,NE,Non
PA5068,tatA,1,405,NE,Non
PA5069,tatB,1,405,NE,Non
PA5070,tatC,1,405,NE,Non
"PA5071,,2,""405,421"",""NE,E"",Conditional"
PA5072,,1,405,NE,Non
PA5073,,1,405,NE,Non
PA5074,,1,405,NE,Non
PA5075,,1,405,NE,Non
PA5076,,1,405,NE,Non
PA5077,mdoH,1,405,NE,Non
PA5078,,1,405,NE,Non
PA5079,,1,405,NE,Non
PA5080,,1,405,NE,Non
PA5081,,1,405,NE,Non
PA5082,,1,405,NE,Non
PA5083,,1,405,NE,Non
PA5084,,1,405,NE,Non
PA5085,,1,405,NE,Non
PA5086,,1,405,NE,Non
PA5087,,1,405,NE,Non
PA5088,,1,405,NE,Non
PA5089,,1,405,NE,Non
PA5090,,1,405,NE,Non
PA5091,hutG,1,405,NE,Non
PA5092,hutI,1,405,NE,Non
PA5093,,1,405,NE,Non
PA5094,,1,405,NE,Non
PA5095,,1,405,NE,Non
PA5096,,1,405,NE,Non
PA5097,,1,405,NE,Non
PA5098,hutH,1,405,NE,Non
PA5099,,1,405,NE,Non
PA5100,hutU,1,405,NE,Non
PA5101,,1,405,NE,Non
PA5102,,1,405,NE,Non
PA5103,,1,405,NE,Non
PA5104,,1,405,NE,Non
PA5105,hutC,1,405,NE,Non
PA5106,,1,405,NE,Non
PA5107,blc,1,405,NE,Non
PA5108,,1,405,NE,Non
PA5109,,1,405,NE,Non
PA5110,fbp,1,405,E,Essential
PA5111,gloA3,1,405,NE,Non
PA5112,estA,1,405,NE,Non
PA5113,,1,405,NE,Non
PA5114,,1,405,NE,Non
PA5115,,1,405,NE,Non
PA5116,,1,405,NE,Non
PA5117,typA,1,405,NE,Non
PA5118,thiI,1,405,NE,Non
PA5119,glnA,1,405,E,Essential
PA5120,,1,405,NE,Non
PA5121,,1,405,NE,Non
PA5122,,1,405,NE,Non
PA5123,,1,405,NE,Non
PA5124,ntrB,1,405,NE,Non
PA5125,ntrC,1,405,NE,Non
PA5126,,1,405,NE,Non
PA5127,,1,405,NE,Non
PA5128,secB,1,405,NE,Non
PA5129,grx,1,405,NE,Non
"PA5130,,2,""405,421"",""NE,E"",Conditional"
PA5131,pgm,1,405,NE,Non
PA5132,,1,405,NE,Non
"PA5133,,2,""405,421"",""NE,E"",Conditional"
PA5134,,1,405,NE,Non
PA5135,,1,405,NE,Non
PA5136,,1,405,NE,Non
PA5137,,1,405,NE,Non
PA5138,,1,405,NE,Non
PA5139,,1,405,NE,Non
PA5140,hisF1,1,405,NE,Non
PA5141,hisA,1,405,NE,Non
PA5142,hisH1,1,405,NE,Non
PA5143,hisB,1,405,NE,Non
PA5144,,1,405,NE,Non
PA5145,,1,405,NE,Non
PA5146,,1,405,NE,Non
PA5147,mutY,1,405,NE,Non
PA5148,,1,405,NE,Non
PA5149,,1,405,NE,Non
PA5150,,1,405,NE,Non
PA5151,,1,405,NE,Non
PA5152,,1,405,NE,Non
PA5153,,1,405,NE,Non
PA5154,,1,405,NE,Non
PA5155,,1,405,NE,Non
PA5156,,1,405,NE,Non
PA5157,,1,405,NE,Non
PA5158,,1,405,NE,Non
PA5159,,1,405,NE,Non
PA5160,,1,405,NE,Non
PA5161,rmlB,1,405,E,Essential
PA5162,rmlD,1,405,E,Essential
PA5163,rmlA,1,405,E,Essential
PA5164,rmlC,1,405,E,Essential
PA5165,,1,405,NE,Non
PA5166,,1,405,NE,Non
PA5167,,1,405,NE,Non
PA5168,,1,405,NE,Non
PA5169,,1,405,NE,Non
PA5170,arcD,1,405,NE,Non
PA5171,arcA,1,405,NE,Non
PA5172,arcB,1,405,NE,Non
PA5173,arcC,1,405,NE,Non
PA5174,,1,405,E,Essential
"PA5175,cysQ,2,""405,421"",""NE,E"",Conditional"
PA5176,,1,405,NE,Non
PA5177,,1,405,NE,Non
PA5178,,1,405,NE,Non
PA5179,,1,405,NE,Non
PA5180,,1,405,NE,Non
PA5181,,1,405,NE,Non
PA5181.1,,1,405,NE,Non
PA5182,,1,405,NE,Non
PA5183,,1,405,NE,Non
PA5184,,1,405,NE,Non
PA5185,,1,405,NE,Non
PA5186,,1,405,NE,Non
PA5187,,1,405,NE,Non
PA5188,,1,405,NE,Non
PA5189,,1,405,NE,Non
PA5190,,1,405,NE,Non
PA5191,,1,405,NE,Non
PA5192,pckA,1,405,NE,Non
PA5193,yrfI,1,405,NE,Non
"PA5194,,2,""405,421"",""NE,E"",Conditional"
PA5195,,1,405,NE,Non
PA5196,,1,405,NE,Non
PA5197,rimK,1,405,NE,Non
PA5198,,1,405,NE,Non
"PA5199,amgS,2,""405,421"",""NE,E"",Conditional"
"PA5200,amgR,2,""421,405"",""E,NE"",Conditional"
PA5201,,1,405,NE,Non
PA5202,,1,405,NE,Non
PA5203,gshA,1,405,NE,Non
PA5204,argA,1,405,NE,Non
PA5205,,1,405,NE,Non
PA5206,argE,1,405,NE,Non
PA5207,,1,405,NE,Non
PA5208,,1,405,NE,Non
PA5209,,1,405,NE,Non
PA5210,,1,405,NE,Non
PA5211,,1,405,NE,Non
PA5212,,1,405,NE,Non
PA5213,gcvP1,1,405,NE,Non
PA5214,gcvH1,1,405,NE,Non
PA5215,gcvT1,1,405,NE,Non
PA5216,,1,405,NE,Non
PA5217,,1,405,NE,Non
PA5218,,1,405,NE,Non
PA5219,,1,405,NE,Non
PA5220,,1,405,NE,Non
PA5221,,1,405,E,Essential
PA5222,,1,405,NE,Non
PA5223,ubiH,1,405,E,Essential
PA5224,pepP,1,405,NE,Non
PA5225,,1,405,NE,Non
PA5226,,1,405,NE,Non
"PA5227,,2,""405,421"",""NE,E"",Conditional"
PA5227.1,ssrS,1,405,NE,Non
PA5228,,1,405,NE,Non
PA5229,,1,405,NE,Non
PA5230,,1,405,NE,Non
PA5231,,1,405,NE,Non
PA5232,,1,405,NE,Non
PA5233,,1,405,NE,Non
PA5234,,1,405,NE,Non
PA5235,glpT,1,405,NE,Non
PA5236,,1,405,NE,Non
PA5237,,1,405,E,Essential
PA5238,,1,405,NE,Non
PA5239,rho,1,405,E,Essential
PA5240,trxA,1,405,NE,Non
"PA5241,ppx,2,""405,421"",""NE,E"",Conditional"
PA5242,ppk,1,405,NE,Non
PA5243,hemB,1,405,E,Essential
PA5244,,1,405,NE,Non
PA5245,,1,405,NE,Non
PA5246,,1,405,NE,Non
PA5247,,1,405,NE,Non
PA5248,,1,405,NE,Non
PA5249,,1,405,NE,Non
PA5250,,1,405,NE,Non
PA5251,,1,405,NE,Non
PA5252,,1,405,NE,Non
PA5253,algP,1,405,NE,Non
PA5254,,1,405,NE,Non
PA5255,algQ,1,405,NE,Non
"PA5256,dsbH,2,""405,421"",""NE,E"",Conditional"
PA5257,,1,405,NE,Non
PA5258,,1,405,NE,Non
PA5259,hemD,1,405,E,Essential
PA5260,hemC,1,405,E,Essential
"PA5261,algR,2,""405,421"",""NE,E"",Conditional"
PA5262,algZ,1,405,NE,Non
PA5263,argH,1,405,NE,Non
PA5264,,1,405,NE,Non
PA5265,,1,405,NE,Non
PA5266,,1,405,NE,Non
PA5267,hcpB,1,405,NE,Non
PA5268,corA,1,405,NE,Non
PA5269,,1,405,NE,Non
PA5270,,1,405,NE,Non
PA5271,,1,405,NE,Non
PA5272,cyaA,1,405,NE,Non
PA5273,,1,405,NE,Non
PA5274,rnk,1,405,NE,Non
PA5275,,1,405,NE,Non
PA5276,lppL,1,405,NE,Non
PA5277,lysA,1,405,NE,Non
PA5278,dapF,1,405,E,Essential
PA5279,,1,405,NE,Non
PA5280,sss,1,405,NE,Non
PA5281,,1,405,NE,Non
PA5282,,1,405,NE,Non
PA5283,,1,405,NE,Non
PA5284,,1,405,NE,Non
"PA5285,,2,""405,421"",""NE,E"",Conditional"
PA5286,,1,405,NE,Non
PA5287,amtB,1,405,NE,Non
PA5288,glnK,1,405,NE,Non
PA5289,,1,405,NE,Non
PA5290,,1,405,NE,Non
PA5291,,1,405,NE,Non
PA5292,pchP,1,405,NE,Non
PA5293,,1,405,NE,Non
PA5294,,1,405,NE,Non
PA5295,,1,405,NE,Non
PA5296,rep,1,405,E,Essential
PA5297,poxB,1,405,NE,Non
PA5298,,1,405,NE,Non
PA5299,,1,405,NE,Non
PA5300,cycB,1,405,NE,Non
PA5301,,1,405,NE,Non
PA5302,dadX,1,405,NE,Non
PA5303,,1,405,NE,Non
PA5304,dadA,1,405,NE,Non
PA5305,,1,405,NE,Non
PA5306,,1,405,NE,Non
PA5307,,1,405,NE,Non
PA5308,lrp,1,405,NE,Non
PA5309,,1,405,NE,Non
PA5310,,1,405,NE,Non
PA5311,,1,405,NE,Non
PA5312,,1,405,NE,Non
PA5313,,1,405,NE,Non
PA5314,,1,405,NE,Non
PA5315,rpmG,1,405,NE,Non
PA5316,rpmB,1,405,NE,Non
PA5316.1,,1,405,NE,Non
PA5317,,1,405,NE,Non
PA5318,,1,405,NE,Non
PA5319,radC,1,405,NE,Non
PA5320,coaC,1,405,E,Essential
PA5321,dut,1,405,E,Essential
PA5322,algC,1,405,NE,Non
PA5323,argB,1,405,NE,Non
PA5324,,1,405,NE,Non
PA5325,,1,405,NE,Non
PA5326,,1,405,NE,Non
PA5327,,1,405,NE,Non
PA5328,,1,405,NE,Non
PA5329,,1,405,NE,Non
PA5330,,1,405,NE,Non
"PA5331,pyrE,2,""405,421"",""NE,E"",Conditional"
PA5332,crc,1,405,NE,Non
PA5333,,1,405,NE,Non
PA5334,rph,1,405,NE,Non
PA5335,,1,405,NE,Non
PA5336,gmk,1,405,E,Essential
PA5337,rpoZ,1,405,NE,Non
PA5338,spoT,1,405,NE,Non
PA5339,,1,405,NE,Non
PA5340,,1,405,NE,Non
PA5341,,1,405,NE,Non
PA5342,,1,405,NE,Non
PA5343,,1,405,NE,Non
"PA5344,oxyR,2,""405,421"",""NE,E"",Conditional"
PA5345,recG,1,405,NE,Non
PA5346,,1,405,NE,Non
PA5347,,1,405,NE,Non
PA5348,,1,405,NE,Non
PA5349,,1,405,NE,Non
PA5350,rubA2,1,405,NE,Non
"PA5351,rubA1,2,""405,421"",""NE,E"",Conditional"
PA5352,,1,405,NE,Non
PA5353,glcF,1,405,NE,Non
PA5354,glcE,1,405,NE,Non
PA5355,glcD,1,405,NE,Non
PA5356,glcC,1,405,NE,Non
PA5357,,1,405,NE,Non
PA5358,ubiA,1,405,E,Essential
PA5359,,1,405,NE,Non
PA5360,phoB,1,405,NE,Non
PA5361,phoR,1,405,NE,Non
PA5362,,1,405,NE,Non
PA5363,,1,405,NE,Non
PA5364,,1,405,NE,Non
PA5365,phoU,1,405,NE,Non
"PA5366,pstB,2,""405,421"",""NE,E"",Conditional"
"PA5367,pstA,2,""421,405"",""E,NE"",Conditional"
"PA5368,pstC,2,""405,421"",""NE,E"",Conditional"
"PA5369,pstS,2,""421,405"",""E,NE"",Conditional"
PA5370,,1,405,NE,Non
PA5371,,1,405,NE,Non
PA5372,betA,1,405,NE,Non
PA5373,betB,1,405,NE,Non
PA5374,betI,1,405,NE,Non
PA5375,betT1,1,405,NE,Non
PA5376,,1,405,NE,Non
PA5377,,1,405,NE,Non
PA5378,,1,405,NE,Non
PA5379,sdaB,1,405,NE,Non
PA5380,gbdR,1,405,NE,Non
PA5381,,1,405,NE,Non
PA5382,,1,405,NE,Non
PA5383,,1,405,NE,Non
PA5384,,1,405,NE,Non
PA5385,cdhB,1,405,NE,Non
PA5386,cdhA,1,405,NE,Non
PA5387,cdhC,1,405,NE,Non
PA5388,,1,405,NE,Non
PA5389,cdhR,1,405,NE,Non
PA5390,,1,405,NE,Non
PA5391,,1,405,NE,Non
PA5392,,1,405,NE,Non
PA5393,,1,405,NE,Non
PA5394,cls,1,405,NE,Non
PA5395,,1,405,NE,Non
PA5396,,1,405,NE,Non
PA5397,,1,405,NE,Non
PA5398,dgcA,1,405,NE,Non
PA5399,dgcB,1,405,NE,Non
PA5400,,1,405,NE,Non
PA5401,,1,405,NE,Non
PA5402,,1,405,NE,Non
PA5403,,1,405,NE,Non
PA5404,,1,405,NE,Non
PA5405,,1,405,NE,Non
"PA5406,,2,""405,421"",""NE,E"",Conditional"
PA5407,,1,405,NE,Non
PA5408,,1,405,NE,Non
PA5409,,1,405,NE,Non
PA5410,gbcA,1,405,NE,Non
PA5411,gbcB,1,405,NE,Non
PA5412,,1,405,NE,Non
PA5413,ltaA,1,405,NE,Non
PA5414,,1,405,NE,Non
PA5415,glyA1,1,405,NE,Non
PA5416,soxB,1,405,NE,Non
PA5417,soxD,1,405,NE,Non
PA5418,soxA,1,405,NE,Non
PA5419,soxG,1,405,NE,Non
PA5420,purU2,1,405,NE,Non
PA5421,fdhA,1,405,NE,Non
PA5422,,1,405,NE,Non
PA5423,,1,405,NE,Non
PA5424,,1,405,NE,Non
PA5425,purK,1,405,NE,Non
PA5426,purE,1,405,NE,Non
PA5427,adhA,1,405,NE,Non
"PA5428,,2,""405,421"",""NE,E"",Conditional"
"PA5429,aspA,2,""421,405"",""E,NE"",Conditional"
PA5430,,1,405,NE,Non
PA5431,,1,405,NE,Non
PA5432,,1,405,NE,Non
PA5433,,1,405,NE,Non
PA5434,mtr,1,405,NE,Non
PA5435,,1,405,NE,Non
PA5436,,1,405,NE,Non
PA5437,,1,405,NE,Non
PA5438,,1,405,NE,Non
PA5439,,1,405,NE,Non
PA5440,,1,405,NE,Non
PA5441,,1,405,NE,Non
PA5442,,1,405,NE,Non
PA5443,uvrD,1,405,NE,Non
PA5444,,1,405,NE,Non
PA5445,,1,405,NE,Non
PA5446,,1,405,NE,Non
PA5447,wbpZ,1,405,NE,Non
PA5448,wbpY,1,405,NE,Non
PA5449,wbpX,1,405,NE,Non
PA5450,wzt,1,405,NE,Non
PA5451,wzm,1,405,NE,Non
PA5452,wbpW,1,405,NE,Non
PA5453,gmd,1,405,NE,Non
PA5454,rmd,1,405,NE,Non
PA5455,,1,405,NE,Non
PA5456,,1,405,NE,Non
PA5457,,1,405,NE,Non
PA5458,,1,405,NE,Non
PA5459,,1,405,NE,Non
PA5460,,1,405,NE,Non
PA5461,,1,405,NE,Non
PA5462,,1,405,NE,Non
PA5463,,1,405,NE,Non
PA5464,,1,405,NE,Non
PA5465,,1,405,NE,Non
PA5466,,1,405,NE,Non
PA5467,,1,405,NE,Non
PA5468,,1,405,NE,Non
PA5469,,1,405,NE,Non
PA5470,,1,405,NE,Non
"PA5471,,2,""405,421"",""NE,E"",Conditional"
PA5471.1,,1,405,NE,Non
PA5472,,1,405,NE,Non
PA5473,,1,405,NE,Non
PA5474,,1,405,NE,Non
"PA5475,,2,""405,421"",""NE,E"",Conditional"
PA5476,citA,1,405,NE,Non
PA5477,,1,405,NE,Non
PA5478,,1,405,NE,Non
"PA5479,gltP,2,""405,421"",""NE,E"",Conditional"
PA5480,,1,405,NE,Non
PA5481,,1,405,NE,Non
PA5482,,1,405,NE,Non
PA5483,algB,1,405,NE,Non
PA5484,,1,405,NE,Non
PA5485,ampDh2,1,405,NE,Non
PA5486,,1,405,NE,Non
PA5487,,1,405,NE,Non
PA5488,,1,405,NE,Non
PA5489,dsbA,1,405,NE,Non
PA5490,cc4,1,405,NE,Non
PA5491,,1,405,NE,Non
PA5492,,1,405,E,Essential
"PA5493,polA,2,""405,421"",""NE,E"",Conditional"
PA5494,,1,405,NE,Non
PA5495,thrB,1,405,NE,Non
PA5496,nrdJb,1,405,NE,Non
PA5497,nrdJa,1,405,NE,Non
PA5498,,1,405,NE,Non
PA5499,np20,1,405,NE,Non
PA5500,znuC,1,405,NE,Non
PA5501,znuB,1,405,NE,Non
PA5502,,1,405,NE,Non
PA5503,,1,405,NE,Non
PA5504,,1,405,NE,Non
PA5505,,1,405,NE,Non
PA5506,,1,405,NE,Non
PA5507,,1,405,NE,Non
PA5508,,1,405,NE,Non
PA5509,,1,405,NE,Non
PA5510,,1,405,NE,Non
PA5511,mifR,1,405,NE,Non
PA5512,mifS,1,405,NE,Non
PA5513,poxA,1,405,NE,Non
PA5514,,1,405,NE,Non
PA5515,,1,405,NE,Non
PA5516,pdxY,1,405,NE,Non
PA5517,,1,405,NE,Non
PA5518,,1,405,NE,Non
PA5519,,1,405,NE,Non
PA5520,,1,405,NE,Non
PA5521,,1,405,NE,Non
PA5522,,1,405,NE,Non
PA5523,,1,405,NE,Non
PA5524,,1,405,NE,Non
PA5525,,1,405,NE,Non
PA5526,,1,405,NE,Non
PA5527,,1,405,NE,Non
"PA5528,,2,""405,421"",""NE,E"",Conditional"
PA5529,,1,405,NE,Non
PA5530,,1,405,NE,Non
PA5531,tonB1,1,405,NE,Non
PA5532,,1,405,NE,Non
PA5533,,1,405,NE,Non
PA5534,,1,405,NE,Non
PA5535,,1,405,NE,Non
PA5536,,1,405,NE,Non
PA5537,,1,405,NE,Non
PA5538,amiA,1,405,NE,Non
PA5539,,1,405,NE,Non
PA5540,,1,405,NE,Non
PA5541,pyrQ,1,405,NE,Non
PA5542,,1,405,NE,Non
PA5543,,1,405,NE,Non
PA5544,,1,405,NE,Non
PA5545,,1,405,NE,Non
PA5546,,1,405,NE,Non
PA5547,,1,405,NE,Non
PA5548,,1,405,NE,Non
PA5549,glmS,1,405,E,Essential
PA5550,glmR,1,405,NE,Non
"PA5551,,2,""405,421"",""NE,E"",Conditional"
PA5552,glmU,1,405,E,Essential
PA5553,atpC,1,405,NE,Non
PA5554,atpD,1,405,E,Essential
PA5555,atpG,1,405,E,Essential
PA5556,atpA,1,405,E,Essential
PA5557,atpH,1,405,E,Essential
PA5558,atpF,1,405,E,Essential
PA5559,atpE,1,405,NE,Non
PA5560,atpB,1,405,E,Essential
PA5561,atpI,1,405,NE,Non
PA5562,spoOJ,1,405,NE,Non
PA5563,soj,1,405,NE,Non
PA5564,gidB,1,405,NE,Non
PA5565,gidA,1,405,NE,Non
PA5566,,1,405,NE,Non
PA5567,,1,405,NE,Non
PA5568,,1,405,E,Essential
PA5569,rnpA,1,405,E,Essential
PA5570,rpmH,1,405,NE,Non
