locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
PA2430,,1,405,NE,Non
PA2431,,1,405,NE,Non
PA2432,bexR,1,405,NE,Non
PA2433,,1,405,NE,Non
PA2434,,1,405,NE,Non
PA2435,,1,405,NE,Non
PA2436,,1,405,NE,Non
PA2437,,1,405,NE,Non
PA2438,,1,405,NE,Non
PA2439,,1,405,NE,Non
PA2440,,1,405,NE,Non
PA2441,,1,405,NE,Non
PA2442,gcvT2,1,405,NE,Non
PA2443,sdaA,1,405,NE,Non
PA2444,glyA2,1,405,NE,Non
PA2445,gcvP2,1,405,NE,Non
PA2446,gcvH2,1,405,NE,Non
PA2447,,1,405,NE,Non
PA2448,,1,405,NE,Non
PA2449,,1,405,NE,Non
PA2450,,1,405,NE,Non
PA2451,,1,405,NE,Non
PA2452,,1,405,NE,Non
PA2453,,1,405,NE,Non
PA2454,,1,405,NE,Non
PA2455,,1,405,NE,Non
PA2456,,1,405,NE,Non
PA2457,,1,405,NE,Non
PA2458,,1,405,NE,Non
PA2459,,1,405,NE,Non
PA2460,,1,405,NE,Non
PA2461,,1,405,NE,Non
PA2462,,1,405,NE,Non
PA2463,,1,405,NE,Non
PA2464,,1,405,NE,Non
PA2465,,1,405,NE,Non
PA2466,foxA,1,405,NE,Non
PA2467,foxR,1,405,NE,Non
PA2468,foxI,1,405,NE,Non
PA2469,,1,405,NE,Non
PA2470,gtdA,1,405,NE,Non
PA2471,,1,405,NE,Non
PA2472,,1,405,NE,Non
PA2473,,1,405,NE,Non
PA2474,,1,405,NE,Non
PA2475,,1,405,NE,Non
PA2476,dsbG,1,405,NE,Non
PA2477,,1,405,NE,Non
PA2478,,1,405,NE,Non
PA2479,,1,405,NE,Non
PA2480,,1,405,NE,Non
PA2481,,1,405,NE,Non
PA2482,,1,405,NE,Non
PA2483,,1,405,NE,Non
PA2484,,1,405,NE,Non
PA2485,,1,405,NE,Non
PA2486,,1,405,NE,Non
PA2487,,1,405,NE,Non
PA2488,,1,405,NE,Non
PA2489,,1,405,NE,Non
PA2490,,1,405,NE,Non
"PA2491,,2,""405,421"",""NE,E"",Conditional"
PA2492,mexT,1,405,NE,Non
PA2493,mexE,1,405,NE,Non
PA2494,mexF,1,405,NE,Non
"PA2495,oprN,2,""405,421"",""NE,E"",Conditional"
PA2496,,1,405,NE,Non
PA2497,,1,405,NE,Non
PA2498,,1,405,NE,Non
PA2499,,1,405,NE,Non
PA2500,,1,405,NE,Non
PA2501,,1,405,NE,Non
PA2502,,1,405,NE,Non
PA2503,,1,405,NE,Non
PA2504,,1,405,NE,Non
PA2505,opdT,1,405,NE,Non
PA2506,,1,405,NE,Non
PA2507,catA,1,405,NE,Non
PA2508,catC,1,405,NE,Non
PA2509,catB,1,405,NE,Non
PA2510,catR,1,405,NE,Non
PA2511,,1,405,NE,Non
PA2512,antA,1,405,NE,Non
PA2513,antB,1,405,NE,Non
PA2514,antC,1,405,NE,Non
PA2515,xylL,1,405,NE,Non
PA2516,xylZ,1,405,NE,Non
PA2517,xylY,1,405,NE,Non
PA2518,xylX,1,405,NE,Non
PA2519,xylS,1,405,NE,Non
PA2520,czcA,1,405,NE,Non
PA2521,czcB,1,405,NE,Non
PA2522,czcC,1,405,NE,Non
PA2523,,1,405,NE,Non
PA2524,,1,405,NE,Non
PA2525,,1,405,NE,Non
PA2526,,1,405,NE,Non
PA2527,,1,405,NE,Non
PA2528,,1,405,NE,Non
PA2529,,1,405,NE,Non
PA2530,,1,405,NE,Non
PA2531,,1,405,NE,Non
PA2532,tpx,1,405,NE,Non
PA2533,,1,405,NE,Non
PA2534,,1,405,NE,Non
PA2535,,1,405,NE,Non
PA2536,,1,405,NE,Non
PA2537,,1,405,NE,Non
PA2538,,1,405,NE,Non
PA2539,,1,405,NE,Non
PA2540,,1,405,NE,Non
PA2541,,1,405,NE,Non
PA2542,,1,405,NE,Non
PA2543,,1,405,NE,Non
PA2544,,1,405,NE,Non
PA2545,xthA,1,405,NE,Non
PA2546,,1,405,NE,Non
PA2547,,1,405,NE,Non
PA2548,,1,405,NE,Non
PA2549,,1,405,NE,Non
PA2550,,1,405,NE,Non
PA2551,,1,405,NE,Non
PA2552,,1,405,NE,Non
PA2553,,1,405,NE,Non
PA2554,,1,405,NE,Non
PA2555,,1,405,NE,Non
PA2556,,1,405,NE,Non
PA2557,,1,405,NE,Non
PA2558,,1,405,NE,Non
PA2559,,1,405,NE,Non
PA2560,,1,405,NE,Non
PA2561,,1,405,NE,Non
PA2562,,1,405,NE,Non
PA2563,,1,405,NE,Non
PA2564,,1,405,NE,Non
PA2565,,1,405,NE,Non
PA2566,,1,405,NE,Non
PA2567,,1,405,NE,Non
PA2568,,1,405,NE,Non
PA2569,,1,405,NE,Non
PA2570,lecA,1,405,NE,Non
PA2571,,1,405,NE,Non
PA2572,,1,405,NE,Non
PA2573,,1,405,NE,Non
PA2574,alkB1,1,405,NE,Non
PA2575,,1,405,NE,Non
PA2576,,1,405,NE,Non
PA2577,,1,405,NE,Non
PA2578,,1,405,NE,Non
PA2579,kynA,1,405,NE,Non
PA2580,,1,405,NE,Non
PA2581,,1,405,NE,Non
PA2582,,1,405,NE,Non
PA2583,,1,405,NE,Non
PA2584,pgsA,1,405,E,Essential
PA2585,uvrC,1,405,NE,Non
PA2586,gacA,1,405,NE,Non
PA2587,pqsH,1,405,NE,Non
PA2588,,1,405,NE,Non
PA2589,,1,405,NE,Non
PA2590,,1,405,NE,Non
PA2591,,1,405,NE,Non
PA2592,,1,405,NE,Non
PA2593,qteE,1,405,NE,Non
PA2594,,1,405,NE,Non
PA2595,,1,405,NE,Non
PA2596,,1,405,NE,Non
PA2597,,1,405,NE,Non
PA2598,,1,405,NE,Non
PA2599,,1,405,NE,Non
PA2600,,1,405,NE,Non
PA2601,,1,405,NE,Non
PA2602,,1,405,NE,Non
PA2603,,1,405,NE,Non
"PA2604,,2,""405,421"",""NE,E"",Conditional"
PA2605,,1,405,E,Essential
PA2606,,1,405,NE,Non
PA2607,,1,405,NE,Non
PA2608,,1,405,NE,Non
PA2609,,1,405,NE,Non
PA2610,,1,405,NE,Non
PA2611,cysG,1,405,NE,Non
PA2612,serS,1,405,E,Essential
PA2613,,1,405,NE,Non
PA2614,lolA,1,405,E,Essential
PA2615,ftsK,1,405,E,Essential
PA2616,trxB1,1,405,NE,Non
PA2617,aat,1,405,NE,Non
PA2618,,1,405,NE,Non
PA2619,infA,1,405,NE,Non
PA2620,clpA,1,405,NE,Non
PA2621,,1,405,NE,Non
PA2622,cspD,1,405,NE,Non
PA2623,icd,1,405,NE,Non
PA2624,idh,1,405,NE,Non
PA2625,,1,405,NE,Non
PA2626,trmU,1,405,E,Essential
"PA2627,,2,""405,421"",""NE,E"",Conditional"
PA2628,,1,405,NE,Non
PA2629,purB,1,405,E,Essential
PA2630,,1,405,NE,Non
PA2631,,1,405,NE,Non
PA2632,,1,405,NE,Non
PA2633,,1,405,NE,Non
PA2634,aceA,1,405,NE,Non
PA2635,,1,405,NE,Non
PA2636,,1,405,NE,Non
PA2637,nuoA,1,405,NE,Non
PA2638,nuoB,1,405,NE,Non
PA2639,nuoD,1,405,NE,Non
PA2640,nuoE,1,405,NE,Non
PA2641,nuoF,1,405,NE,Non
PA2642,nuoG,1,405,NE,Non
PA2643,nuoH,1,405,NE,Non
PA2644,nuoI,1,405,NE,Non
PA2645,nuoJ,1,405,NE,Non
PA2646,nuoK,1,405,NE,Non
PA2647,nuoL,1,405,NE,Non
PA2648,nuoM,1,405,NE,Non
PA2649,nuoN,1,405,NE,Non
PA2650,,1,405,NE,Non
PA2651,,1,405,NE,Non
PA2652,,1,405,NE,Non
PA2653,,1,405,NE,Non
PA2654,,1,405,NE,Non
PA2655,,1,405,NE,Non
"PA2656,,2,""405,421"",""NE,E"",Conditional"
PA2657,,1,405,NE,Non
"PA2658,,2,""405,421"",""NE,E"",Conditional"
PA2659,,1,405,NE,Non
PA2660,,1,405,NE,Non
PA2661,,1,405,NE,Non
PA2662,,1,405,NE,Non
PA2663,ppyR,1,405,NE,Non
PA2664,fhp,1,405,NE,Non
PA2665,,1,405,NE,Non
"PA2666,,2,""405,421"",""NE,E"",Conditional"
PA2667,,1,405,NE,Non
PA2668,,1,405,NE,Non
PA2669,,1,405,NE,Non
PA2670,,1,405,NE,Non
PA2671,,1,405,NE,Non
PA2672,,1,405,NE,Non
PA2673,,1,405,NE,Non
PA2674,,1,405,NE,Non
PA2675,,1,405,NE,Non
PA2676,,1,405,NE,Non
PA2677,,1,405,NE,Non
PA2678,,1,405,NE,Non
PA2679,,1,405,NE,Non
PA2680,,1,405,NE,Non
PA2681,,1,405,NE,Non
PA2682,,1,405,NE,Non
PA2683,,1,405,NE,Non
PA2684,,1,405,NE,Non
PA2685,,1,405,NE,Non
PA2686,pfeR,1,405,NE,Non
PA2687,pfeS,1,405,NE,Non
PA2688,pfeA,1,405,NE,Non
PA2689,,1,405,NE,Non
PA2690,,1,405,NE,Non
PA2691,,1,405,NE,Non
PA2692,,1,405,NE,Non
PA2693,,1,405,NE,Non
PA2694,,1,405,NE,Non
PA2695,,1,405,NE,Non
PA2696,,1,405,NE,Non
PA2697,,1,405,NE,Non
PA2698,,1,405,NE,Non
PA2699,,1,405,NE,Non
PA2700,opdB,1,405,NE,Non
PA2701,,1,405,NE,Non
PA2702,,1,405,NE,Non
PA2703,,1,405,NE,Non
PA2704,,1,405,NE,Non
PA2705,,1,405,NE,Non
PA2706,,1,405,NE,Non
PA2707,,1,405,NE,Non
PA2708,,1,405,NE,Non
PA2709,cysK,1,405,NE,Non
PA2710,,1,405,NE,Non
PA2711,,1,405,NE,Non
PA2712,,1,405,NE,Non
PA2713,,1,405,NE,Non
PA2714,,1,405,NE,Non
PA2715,,1,405,NE,Non
PA2716,,1,405,NE,Non
PA2717,cpo,1,405,NE,Non
PA2718,,1,405,NE,Non
PA2719,,1,405,NE,Non
PA2720,,1,405,NE,Non
PA2721,,1,405,NE,Non
PA2722,,1,405,NE,Non
PA2723,,1,405,NE,Non
PA2724,,1,405,NE,Non
PA2725,,1,405,NE,Non
PA2726,,1,405,E,Essential
PA2727,,1,405,NE,Non
PA2728,,1,405,NE,Non
PA2729,,1,405,NE,Non
PA2730,,1,405,NE,Non
PA2731,,1,405,NE,Non
PA2732,,1,405,NE,Non
PA2733,,1,405,NE,Non
PA2734,,1,405,NE,Non
PA2735,,1,405,NE,Non
PA2736,,1,405,NE,Non
"PA2737,,2,""405,421"",""NE,E"",Conditional"
PA2738,himA,1,405,NE,Non
PA2739,pheT,1,405,E,Essential
PA2740,pheS,1,405,E,Essential
PA2741,rplT,1,405,E,Essential
PA2742,rpmI,1,405,NE,Non
PA2743,infC,1,405,E,Essential
PA2744,thrS,1,405,E,Essential
PA2744.1,,1,405,NE,Non
PA2745,,1,405,NE,Non
PA2746,,1,405,NE,Non
PA2747,,1,405,NE,Non
PA2748,,1,405,NE,Non
PA2749,endA,1,405,NE,Non
PA2750,,1,405,NE,Non
PA2751,,1,405,NE,Non
PA2752,,1,405,NE,Non
PA2753,,1,405,NE,Non
PA2754,,1,405,NE,Non
PA2755,eco,1,405,NE,Non
PA2756,,1,405,NE,Non
PA2757,,1,405,NE,Non
PA2758,,1,405,NE,Non
PA2759,,1,405,NE,Non
PA2760,,1,405,NE,Non
PA2761,,1,405,NE,Non
PA2762,,1,405,NE,Non
PA2763,,1,405,NE,Non
PA2764,,1,405,NE,Non
PA2765,,1,405,NE,Non
PA2766,,1,405,NE,Non
PA2767,,1,405,NE,Non
PA2768,,1,405,NE,Non
PA2769,,1,405,NE,Non
PA2770,,1,405,NE,Non
PA2771,,1,405,NE,Non
PA2772,,1,405,NE,Non
PA2773,,1,405,NE,Non
PA2774,,1,405,NE,Non
PA2775,,1,405,NE,Non
PA2776,,1,405,NE,Non
PA2777,,1,405,NE,Non
PA2778,,1,405,NE,Non
PA2779,,1,405,NE,Non
PA2780,,1,405,NE,Non
PA2781,,1,405,NE,Non
PA2782,,1,405,NE,Non
PA2783,,1,405,NE,Non
PA2784,,1,405,NE,Non
PA2785,,1,405,NE,Non
PA2786,,1,405,NE,Non
PA2787,cpg2,1,405,NE,Non
PA2788,,1,405,NE,Non
PA2789,,1,405,NE,Non
PA2790,,1,405,NE,Non
PA2791,,1,405,NE,Non
PA2792,,1,405,NE,Non
PA2793,,1,405,NE,Non
PA2794,,1,405,NE,Non
PA2795,,1,405,NE,Non
PA2796,tal,1,405,NE,Non
PA2797,,1,405,NE,Non
PA2798,,1,405,E,Essential
PA2799,,1,405,NE,Non
PA2800,,1,405,NE,Non
PA2801,,1,405,NE,Non
PA2802,,1,405,NE,Non
PA2803,,1,405,NE,Non
PA2804,,1,405,NE,Non
PA2805,,1,405,NE,Non
"PA2806,,2,""405,421"",""NE,E"",Conditional"
PA2807,,1,405,NE,Non
PA2808,ptrA,1,405,NE,Non
PA2809,copR,1,405,NE,Non
PA2810,copS,1,405,NE,Non
"PA2811,,2,""405,421"",""NE,E"",Conditional"
"PA2812,,2,""421,405"",""E,NE"",Conditional"
PA2813,,1,405,NE,Non
PA2814,,1,405,NE,Non
PA2815,,1,405,NE,Non
PA2816,,1,405,NE,Non
PA2817,,1,405,NE,Non
PA2818,arr,1,405,NE,Non
PA2819,,1,405,NE,Non
PA2820,,1,405,NE,Non
PA2821,,1,405,NE,Non
PA2822,,1,405,NE,Non
PA2823,,1,405,NE,Non
PA2824,,1,405,NE,Non
PA2825,ospR,1,405,NE,Non
PA2826,,1,405,NE,Non
PA2827,,1,405,NE,Non
PA2828,,1,405,NE,Non
PA2829,,1,405,NE,Non
PA2830,htpX,1,405,NE,Non
PA2831,,1,405,NE,Non
PA2832,tpm,1,405,NE,Non
PA2833,,1,405,NE,Non
PA2834,,1,405,NE,Non
PA2835,,1,405,NE,Non
PA2836,,1,405,NE,Non
PA2837,,1,405,NE,Non
PA2838,,1,405,NE,Non
PA2839,,1,405,NE,Non
"PA2840,,2,""405,421"",""NE,E"",Conditional"
PA2841,,1,405,NE,Non
PA2842,,1,405,NE,Non
PA2843,,1,405,NE,Non
PA2844,,1,405,NE,Non
PA2845,,1,405,NE,Non
PA2846,,1,405,NE,Non
PA2847,,1,405,NE,Non
PA2848,,1,405,NE,Non
PA2849,ohrR,1,405,NE,Non
PA2850,ohr,1,405,NE,Non
PA2851,efp,1,405,NE,Non
PA2852,,1,405,NE,Non
PA2853,oprI,1,405,NE,Non
PA2854,,1,405,NE,Non
PA2855,,1,405,NE,Non
PA2856,tesA,1,405,NE,Non
PA2857,,1,405,NE,Non
PA2858,,1,405,NE,Non
PA2859,greB,1,405,NE,Non
PA2860,,1,405,NE,Non
PA2861,ligT,1,405,NE,Non
PA2862,lipA,1,405,NE,Non
PA2863,lipH,1,405,NE,Non
PA2864,,1,405,NE,Non
PA2865,,1,405,NE,Non
PA2866,mttC,1,405,NE,Non
PA2867,,1,405,NE,Non
PA2868,,1,405,NE,Non
PA2869,,1,405,NE,Non
PA2870,,1,405,NE,Non
PA2871,,1,405,NE,Non
PA2872,,1,405,NE,Non
PA2873,,1,405,NE,Non
PA2874,,1,405,NE,Non
PA2875,,1,405,NE,Non
"PA2876,pyrF,2,""405,421"",""NE,E"",Conditional"
PA2877,,1,405,NE,Non
PA2878,,1,405,NE,Non
PA2879,,1,405,NE,Non
PA2880,,1,405,NE,Non
PA2881,,1,405,NE,Non
PA2882,,1,405,NE,Non
PA2883,,1,405,NE,Non
PA2884,,1,405,NE,Non
PA2885,atuR,1,405,NE,Non
PA2886,atuA,1,405,NE,Non
PA2887,atuB,1,405,NE,Non
PA2888,atuC,1,405,NE,Non
PA2889,atuD,1,405,NE,Non
PA2890,atuE,1,405,NE,Non
PA2891,atuF,1,405,NE,Non
PA2892,atuG,1,405,NE,Non
PA2893,atuH,1,405,NE,Non
PA2894,,1,405,NE,Non
PA2895,,1,405,NE,Non
PA2896,,1,405,NE,Non
PA2897,,1,405,NE,Non
PA2898,,1,405,NE,Non
PA2899,,1,405,NE,Non
PA2900,,1,405,NE,Non
PA2901,,1,405,NE,Non
PA2902,,1,405,NE,Non
PA2903,cobJ,1,405,NE,Non
PA2904,cobI,1,405,NE,Non
PA2905,cobH,1,405,NE,Non
PA2906,,1,405,NE,Non
PA2907,cobL,1,405,NE,Non
PA2908,cbiD,1,405,NE,Non
PA2909,,1,405,NE,Non
PA2910,,1,405,NE,Non
PA2911,,1,405,NE,Non
PA2912,,1,405,NE,Non
PA2913,,1,405,NE,Non
PA2914,,1,405,NE,Non
PA2915,,1,405,NE,Non
PA2916,,1,405,NE,Non
PA2917,,1,405,NE,Non
PA2918,,1,405,NE,Non
PA2919,,1,405,NE,Non
PA2920,,1,405,NE,Non
PA2921,,1,405,NE,Non
PA2922,,1,405,NE,Non
PA2923,hisJ,1,405,NE,Non
PA2924,hisQ,1,405,NE,Non
PA2925,hisM,1,405,NE,Non
PA2926,hisP,1,405,NE,Non
PA2927,,1,405,NE,Non
PA2928,,1,405,NE,Non
PA2929,,1,405,NE,Non
PA2930,,1,405,NE,Non
PA2931,cifR,1,405,NE,Non
PA2932,morB,1,405,NE,Non
PA2933,,1,405,NE,Non
PA2934,cif,1,405,NE,Non
PA2935,,1,405,NE,Non
PA2936,,1,405,NE,Non
PA2937,,1,405,NE,Non
PA2938,,1,405,NE,Non
PA2939,,1,405,NE,Non
PA2940,,1,405,NE,Non
PA2941,,1,405,NE,Non
PA2942,,1,405,NE,Non
PA2942.1,,1,405,NE,Non
PA2943,,1,405,NE,Non
PA2944,cobN,1,405,NE,Non
PA2945,,1,405,NE,Non
PA2946,,1,405,NE,Non
PA2947,,1,405,NE,Non
PA2948,cobM,1,405,NE,Non
PA2949,,1,405,NE,Non
PA2950,,1,405,E,Essential
PA2951,etfA,1,405,E,Essential
PA2952,etfB,1,405,E,Essential
PA2953,,1,405,E,Essential
PA2954,,1,405,NE,Non
PA2955,,1,405,NE,Non
PA2956,,1,405,NE,Non
PA2957,,1,405,NE,Non
PA2958,,1,405,NE,Non
PA2958.1,rgsA,1,405,NE,Non
PA2959,,1,405,NE,Non
PA2960,pilZ,1,405,NE,Non
PA2961,holB,1,405,NE,Non
PA2962,tmk,1,405,E,Essential
PA2963,,1,405,NE,Non
PA2964,pabC,1,405,NE,Non
PA2965,fabF1,1,405,NE,Non
PA2966,acpP,1,405,NE,Non
PA2967,fabG,1,405,E,Essential
PA2968,fabD,1,405,NE,Non
PA2969,plsX,1,405,NE,Non
PA2970,rpmF,1,405,NE,Non
PA2971,,1,405,NE,Non
PA2972,,1,405,NE,Non
PA2973,,1,405,NE,Non
PA2974,,1,405,NE,Non
PA2975,rluC,1,405,NE,Non
PA2976,rne,1,405,NE,Non
PA2977,murB,1,405,E,Essential
PA2978,ptpA,1,405,NE,Non
PA2979,kdsB,1,405,E,Essential
PA2980,,1,405,NE,Non
PA2981,lpxK,1,405,E,Essential
PA2982,,1,405,NE,Non
PA2983,,1,405,NE,Non
PA2984,,1,405,NE,Non
PA2985,,1,405,NE,Non
PA2986,,1,405,E,Essential
PA2987,,1,405,E,Essential
PA2988,,1,405,E,Essential
PA2989,,1,405,NE,Non
PA2990,,1,405,NE,Non
"PA2991,sth,2,""405,421"",""NE,E"",Conditional"
PA2992,,1,405,NE,Non
PA2993,,1,405,NE,Non
PA2994,nqrF,1,405,NE,Non
PA2995,nqrE,1,405,NE,Non
PA2996,nqrD,1,405,NE,Non
PA2997,nqrC,1,405,NE,Non
PA2998,nqrB,1,405,NE,Non
PA2999,nqrA,1,405,NE,Non
PA3000,aroP1,1,405,NE,Non
PA3001,,1,405,NE,Non
PA3002,mfd,1,405,NE,Non
PA3003,,1,405,NE,Non
PA3004,,1,405,NE,Non
PA3005,nagZ,1,405,NE,Non
PA3006,psrA,1,405,NE,Non
PA3007,lexA,1,405,NE,Non
PA3008,,1,405,NE,Non
PA3009,,1,405,NE,Non
PA3010,,1,405,NE,Non
PA3011,topA,1,405,E,Essential
PA3012,,1,405,NE,Non
"PA3013,foaB,2,""405,421"",""NE,E"",Conditional"
"PA3014,faoA,2,""421,405"",""E,NE"",Conditional"
PA3015,,1,405,NE,Non
"PA3016,,2,""405,421"",""NE,E"",Conditional"
PA3017,,1,405,NE,Non
"PA3018,,2,""405,421"",""NE,E"",Conditional"
PA3019,,1,405,NE,Non
PA3020,,1,405,NE,Non
PA3021,,1,405,NE,Non
PA3022,,1,405,NE,Non
PA3023,,1,405,NE,Non
PA3024,,1,405,NE,Non
PA3025,,1,405,NE,Non
PA3026,,1,405,NE,Non
PA3027,,1,405,NE,Non
PA3028,moeA2,1,405,NE,Non
PA3029,moaB2,1,405,NE,Non
PA3030,mobA,1,405,NE,Non
PA3031,,1,405,NE,Non
PA3032,snr1,1,405,NE,Non
PA3033,,1,405,NE,Non
PA3034,,1,405,NE,Non
PA3035,,1,405,NE,Non
PA3036,,1,405,NE,Non
PA3037,,1,405,NE,Non
PA3038,,1,405,NE,Non
PA3039,,1,405,NE,Non
PA3040,,1,405,NE,Non
PA3041,,1,405,NE,Non
PA3042,,1,405,NE,Non
PA3043,,1,405,NE,Non
PA3044,,1,405,NE,Non
PA3045,,1,405,NE,Non
PA3046,,1,405,NE,Non
PA3047,,1,405,NE,Non
PA3048,,1,405,NE,Non
PA3049,rmf,1,405,NE,Non
"PA3050,pyrD,2,""405,421"",""NE,E"",Conditional"
PA3051,,1,405,NE,Non
PA3052,,1,405,NE,Non
PA3053,,1,405,NE,Non
PA3054,,1,405,NE,Non
PA3055,,1,405,NE,Non
PA3056,,1,405,NE,Non
PA3057,,1,405,NE,Non
PA3058,pelG,1,405,NE,Non
PA3059,pelF,1,405,NE,Non
PA3060,pelE,1,405,NE,Non
PA3061,pelD,1,405,NE,Non
PA3062,pelC,1,405,NE,Non
PA3063,pelB,1,405,NE,Non
PA3064,pelA,1,405,NE,Non
PA3065,,1,405,NE,Non
PA3066,,1,405,NE,Non
PA3067,,1,405,NE,Non
PA3068,gdhB,1,405,NE,Non
PA3069,,1,405,NE,Non
PA3070,,1,405,NE,Non
PA3071,,1,405,NE,Non
PA3072,,1,405,NE,Non
PA3073,,1,405,NE,Non
PA3074,,1,405,NE,Non
PA3075,,1,405,NE,Non
PA3076,,1,405,NE,Non
PA3077,,1,405,NE,Non
PA3078,,1,405,NE,Non
PA3079,,1,405,NE,Non
PA3080,,1,405,NE,Non
PA3081,,1,405,NE,Non
PA3082,gbt,1,405,NE,Non
PA3083,pepN,1,405,NE,Non
PA3084,,1,405,NE,Non
PA3085,,1,405,NE,Non
"PA3086,,2,""405,421"",""NE,E"",Conditional"
PA3087,,1,405,NE,Non
PA3088,,1,405,E,Essential
PA3089,,1,405,NE,Non
PA3090,,1,405,NE,Non
PA3091,,1,405,NE,Non
PA3092,fadH1,1,405,NE,Non
PA3093,,1,405,NE,Non
PA3094,,1,405,NE,Non
PA3095,xcpZ,1,405,NE,Non
PA3096,xcpY,1,405,NE,Non
PA3097,xcpX,1,405,NE,Non
PA3098,xcpW,1,405,NE,Non
PA3099,xcpV,1,405,NE,Non
PA3100,xcpU,1,405,NE,Non
PA3101,xcpT,1,405,NE,Non
PA3102,xcpS,1,405,NE,Non
PA3103,xcpR,1,405,NE,Non
PA3104,xcpP,1,405,NE,Non
PA3105,xcpQ,1,405,NE,Non
PA3106,,1,405,NE,Non
PA3107,metZ,1,405,NE,Non
PA3108,purF,1,405,NE,Non
PA3109,,1,405,NE,Non
PA3110,,1,405,NE,Non
PA3111,folC,1,405,NE,Non
PA3112,accD,1,405,E,Essential
PA3113,trpF,1,405,NE,Non
PA3114,truA,1,405,NE,Non
PA3115,fimV,1,405,NE,Non
PA3116,,1,405,NE,Non
PA3117,asd,1,405,E,Essential
PA3118,leuB,1,405,NE,Non
PA3119,,1,405,NE,Non
PA3120,leuD,1,405,NE,Non
PA3121,leuC,1,405,NE,Non
PA3122,,1,405,NE,Non
PA3123,,1,405,NE,Non
PA3124,,1,405,NE,Non
PA3125,,1,405,NE,Non
PA3126,ibpA,1,405,NE,Non
PA3127,,1,405,NE,Non
PA3128,,1,405,NE,Non
PA3129,,1,405,NE,Non
PA3130,,1,405,NE,Non
PA3131,,1,405,NE,Non
PA3132,,1,405,NE,Non
PA3133,,1,405,NE,Non
PA3134,gltX,1,405,E,Essential
PA3135,,1,405,NE,Non
PA3136,,1,405,NE,Non
PA3137,,1,405,NE,Non
PA3138,uvrB,1,405,NE,Non
PA3139,,1,405,NE,Non
PA3140,,1,405,NE,Non
PA3141,wbpM,1,405,E,Essential
PA3142,,1,405,NE,Non
PA3143,,1,405,NE,Non
PA3144,,1,405,NE,Non
PA3145,wbpL,1,405,E,Essential
PA3146,wbpK,1,405,NE,Non
PA3147,wbpJ,1,405,E,Essential
PA3148,wbpI,1,405,E,Essential
PA3149,wbpH,1,405,E,Essential
PA3150,wbpG,1,405,E,Essential
PA3151,hisF2,1,405,E,Essential
PA3152,hisH2,1,405,NE,Non
PA3153,wzx,1,405,E,Essential
PA3154,wzy,1,405,E,Essential
PA3155,wbpE,1,405,E,Essential
PA3156,wbpD,1,405,E,Essential
PA3157,,1,405,NE,Non
PA3158,wbpB,1,405,E,Essential
PA3159,wbpA,1,405,E,Essential
PA3160,wzz,1,405,NE,Non
PA3161,himD,1,405,NE,Non
PA3162,rpsA,1,405,E,Essential
PA3163,cmk,1,405,NE,Non
PA3164,,1,405,NE,Non
PA3165,hisC2,1,405,NE,Non
PA3166,pheA,1,405,NE,Non
PA3167,serC,1,405,E,Essential
PA3168,gyrA,1,405,E,Essential
"PA3169,,2,""405,421"",""NE,E"",Conditional"
PA3170,,1,405,NE,Non
PA3171,ubiG,1,405,E,Essential
PA3172,,1,405,NE,Non
PA3173,,1,405,NE,Non
PA3174,,1,405,NE,Non
PA3175,,1,405,NE,Non
PA3176,gltS,1,405,NE,Non
PA3177,,1,405,NE,Non
PA3178,,1,405,NE,Non
PA3179,,1,405,NE,Non
PA3180,,1,405,NE,Non
PA3181,,1,405,NE,Non
PA3182,pgl,1,405,NE,Non
PA3183,zwf,1,405,NE,Non
PA3184,,1,405,NE,Non
PA3185,,1,405,NE,Non
PA3186,oprB,1,405,NE,Non
PA3187,,1,405,NE,Non
PA3188,,1,405,NE,Non
PA3189,,1,405,NE,Non
PA3190,,1,405,NE,Non
PA3191,,1,405,NE,Non
PA3192,gltR,1,405,NE,Non
PA3193,glk,1,405,NE,Non
"PA3194,edd,2,""405,421"",""NE,E"",Conditional"
PA3195,gapA,1,405,NE,Non
PA3196,,1,405,NE,Non
PA3197,,1,405,NE,Non
PA3198,,1,405,NE,Non
PA3199,,1,405,NE,Non
PA3200,,1,405,NE,Non
PA3201,,1,405,NE,Non
PA3202,,1,405,NE,Non
PA3203,,1,405,NE,Non
PA3204,,1,405,NE,Non
PA3205,,1,405,NE,Non
PA3206,,1,405,NE,Non
PA3207,,1,405,NE,Non
PA3208,,1,405,NE,Non
PA3209,,1,405,NE,Non
"PA3210,trkH,2,""405,421"",""NE,E"",Conditional"
PA3211,,1,405,NE,Non
PA3212,,1,405,NE,Non
PA3213,,1,405,NE,Non
PA3214,,1,405,NE,Non
PA3215,,1,405,NE,Non
PA3216,,1,405,NE,Non
PA3217,cyaB,1,405,NE,Non
PA3218,,1,405,NE,Non
PA3219,,1,405,NE,Non
PA3220,,1,405,NE,Non
PA3221,csaA,1,405,NE,Non
PA3222,,1,405,NE,Non
PA3223,azoR3,1,405,NE,Non
PA3224,,1,405,NE,Non
PA3225,,1,405,NE,Non
PA3226,,1,405,NE,Non
PA3227,ppiA,1,405,NE,Non
PA3228,,1,405,NE,Non
PA3229,,1,405,NE,Non
PA3230,,1,405,NE,Non
PA3231,,1,405,NE,Non
PA3232,,1,405,NE,Non
